idx	source	text
45	gemini	शेवटी इंद्रदेवांनी आपला वज्र सोडला. धाड! हनुमान खाली पडला. हे पाहून वायुदेव खूप दुःखी झाले. त्यांनी आपल्या बाळाला अलगद उचलून घेतले.
46	gemini	सगळे देव तिथे जमा झाले. त्यांना आपल्या चुकीची जाणीव झाली. प्रत्येक देवाने हनुमानाला एक सुंदर वरदान दिले. कोणी त्याला अतुलनीय शक्ती दिली.
47	gemini	कोणी वेग दिला. कोणी बुद्धी दिली. कोणी धैर्य दिले. थोड्याच वेळात हनुमान पुन्हा उठला.
48	gemini	तो हसत म्हणाला, "मी आता अगदी ठणठणीत आहे!" सगळ्यांनी सुटकेचा नि:श्वास सोडला. त्या दिवसापासून हनुमान अधिक शहाणा आणि अधिक पराक्रमी झाला.
49	gemini	मोठा झाल्यावर तो प्रभू श्रीरामांचा सर्वात विश्वासू भक्त बनला. मुलांनो, या गोष्टीतून आपण काय शिकलो?
50	gemini	धैर्य खूप महत्त्वाचे आहे, पण त्याबरोबर समजूतदारपणाही तितकाच महत्त्वाचा असतो. आणि आपल्या शक्तीचा उपयोग नेहमी चांगल्या कामासाठीच करावा.
51	gemini	बाल गणेश आणि मोदक आज मी तुम्हाला बाल गणेशाची एक गोड गोष्ट सांगणार आहे. लहानपणी गणेश खूप हुशार आणि खूप खोडकर होता.
52	gemini	त्याला खेळायलाही आवडायचं आणि नवीन नवीन गोष्टी शिकायलाही आवडायचं. पण त्याला सगळ्यात जास्त आवडायचे ते गरमागरम मोदक.
53	gemini	एके दिवशी आई पार्वतीने खूप छान मोदक बनवले. संपूर्ण घरभर मोदकांचा गोड सुगंध दरवळत होता. गणेशाने स्वयंपाकघरात डोकावून पाहिले.
54	gemini	तो आनंदाने म्हणाला, "आई, मला एक मोदक मिळेल का?" पार्वती हसून म्हणाली, "अजून नाही बाळा.
55	gemini	आधी देवाची पूजा होऊ दे." गणेशाने मान हलवली, पण त्याच्या नजरा मात्र मोदकांकडेच होत्या. थोड्या वेळाने आई दुसऱ्या कामात गुंतली. गणेश हळूच स्वयंपाकघरात गेला.
56	gemini	त्याने एक छोटासा मोदक उचलला. इतक्यात आई मागून म्हणाली, "गणेशा!" गणेश दचकला. त्याच्या हातातून मोदक खाली पडला.
57	gemini	गणेश म्हणाला, "आई, मला खूप भूक लागली होती." पार्वती प्रेमाने हसली. ती म्हणाली, "भूक लागली असेल तर सांगायचं.
58	gemini	चोरून काही घ्यायचं नसतं." गणेशाने लगेच आईची माफी मागितली. पूजा झाल्यावर पार्वतीने गणेशाला भरपूर मोदक खायला दिले.
59	gemini	गणेश आनंदाने म्हणाला, "आई, तुझ्या हातच्या मोदकांची चवच वेगळी आहे." मुलांनो, या गोष्टीतून आपण काय शिकलो? आई-वडिलांचं ऐकावं आणि कोणतीही गोष्ट लपूनछपून करू नये.
60	gemini	बाल कृष्ण आणि लोणी आज मी तुम्हाला बाल कृष्णाची एक मजेशीर गोष्ट सांगणार आहे. लहानपणी कृष्ण खूप खोडकर होता.
61	gemini	त्याला गायींसोबत खेळायला आणि मित्रांसोबत धावायला खूप आवडायचं. पण त्याला सगळ्यात जास्त आवडायचं ते ताजं लोणी. गोकुळातील सगळ्या गोपी लोणी तयार करायच्या.
62	gemini	त्या लोण्याची चव फारच छान असायची. एके दिवशी कृष्णाने आपल्या मित्रांना हळूच हाक मारली.
63	gemini	तो म्हणाला, "चला, आज आपण लोणी शोधायला जाऊया." सगळे मित्र हसत हसत त्याच्या मागे गेले. एका घरात उंच शिंक्यावर लोण्याचं मडकं ठेवलेलं होतं.
64	gemini	कृष्ण म्हणाला, "अरे, इतकं वर कसं पोहोचायचं?" एक मित्र म्हणाला, "आपण एकमेकांच्या खांद्यावर उभे राहूया." सगळ्यांनी मिळून मानवी मनोरा तयार केला. कृष्ण वर चढला.
65	gemini	त्याने मडकं अलगद खाली घेतलं. झाकण उघडताच लोण्याचा सुंदर सुगंध आला. कृष्ण म्हणाला, "वा! किती छान लोणी!" सगळ्या मित्रांनी थोडं थोडं लोणी खाल्लं.
66	gemini	इतक्यात एक गोपी तिथे आली. ती म्हणाली, "अरे कृष्णा, पुन्हा तूच ना?" कृष्ण गोड हसला.
67	gemini	तो म्हणाला, "मावशी, तुमच्या हातचं लोणी इतकं स्वादिष्ट असतं की मला मोह आवरत नाही." गोपीही हसू लागली. तिने कृष्णाला प्रेमाने अजून थोडं लोणी दिलं.
68	gemini	कृष्णाने तिचे आभार मानले. सगळे मित्र आनंदाने खेळायला निघून गेले. मुलांनो, या गोष्टीतून आपण काय शिकलो? मित्रांसोबत आनंद वाटून घेतला, तर आनंद अजून वाढतो.
69	gemini	आणि नेहमी प्रेमाने आणि गोड बोलावं.
70	gemini	बुड बुड घागरी. मुलांनो, तुम्ही ती उंदीर मामाची गोष्ट ऐकली आहे की नाही? टोपी घालणारा उंदीर मामा आठवतोय का?
71	gemini	तर तोच उंदीर मामा एकदा एका जंगलात गेला. जंगलामध्ये खूप प्राणी होते. वाघ, सिंह, हत्ती, ससा, माकड आणि हरीण.
72	gemini	जंगलातून जाता जाता त्या उंदीर मामाला एक माकड आणि एक मांजर भेटले. त्या तिघांची खूप चांगली मैत्री जमली.
73	gemini	एक दिवस त्या तिघा मित्रांनी खीर बनवायचे ठरवले. तुम्हाला खीर आवडते का? शेवयांची खीर! माकड म्हणाले, "खिरीसाठी काय काय लागतं बरं?
74	gemini	खिरीसाठी जी साखर लागते, ती मी आणतो." मांजर म्हणाली, "मी दूध आणते." उंदीर म्हणाला, "मी शेवया आणतो." तिघांनीही साखर, दूध आणि शेवया आणल्या.
75	gemini	थोड्याच वेळात पातेलाभर स्वादिष्ट खीर तयार झाली.
76	gemini	मग माकड म्हणालं, "चला, आता आपण सगळे आंघोळ करून येऊया आणि मग गरमागरम खीर खाऊया." पण इकडे मांजराच्या तोंडाला पाणी सुटलं.
77	gemini	ती म्हणाली, "तुम्ही जा आंघोळ करायला. तोपर्यंत मी खीर शिजवते." माकड आणि उंदीर म्हणाले, "ठीक आहे. आम्ही आंघोळ करून येतो.
78	gemini	तू खीर शिजवून ठेव." असं म्हणत ते दोघे आंघोळ करण्यासाठी निघून गेले. पण इकडे काय झालं माहिती आहे का?
79	gemini	मांजरीच्या तोंडाला खीर पाहून इतकं पाणी सुटलं की तिला राहवेनाच. ती म्हणाली, "थोडीशीच खीर खाते.
80	gemini	कुणालाही कळणार नाही." तिने थोडीशी खीर घेतली आणि खाऊन टाकली. पण एक घास खाल्ल्यावर तिचं मन भरलंच नाही. तिला अजून थोडी खीर खावीशी वाटली.
81	gemini	म्हणून तिने पुन्हा थोडी खीर घेतली आणि गट्टम केली. असं करत करत तिने पुन्हा खीर खाल्ली... आणि पुन्हा खाल्ली... शेवटी काय झालं?
82	gemini	तिने पातेल्यातली सगळी खीर संपवून टाकली. थोड्या वेळाने माकड आणि उंदीर आंघोळ करून परत आले. त्यांनी पातेल्याकडे पाहिलं तर खिरीचं पातेले पूर्ण रिकामं होतं.
83	gemini	माकडाने विचारलं, "मांजरे, खीर कोणी खाल्ली?" मांजर म्हणाली, "मला काही माहीत नाही. मी खीर खाल्ली नाही." मग माकडाने एक युक्ती केली.
84	gemini	त्याने एक घागर घेतली आणि तिघांनाही घेऊन नदीकाठी गेला. माकडाने घागर पाण्यावर पालथी ठेवली.
85	gemini	मग तो तिच्यावर उभा राहिला आणि म्हणाला, "हुप हुप करी, वरचे डोंगरी, मी खीर खाल्ली तर बुड घागरी." मुलांनो, "बुड घागरी" म्हणजे काय माहीत आहे का?
86	gemini	जर मी खीर खाल्ली असेल, तर ही घागर पाण्यात बुडेल. पण घागर काही बुडाली नाही.
87	gemini	मग उंदीर घागरीवर उभा राहिला आणि म्हणाला, "चू चू करी, वरचे डोंगरी, मी खीर खाल्ली तर बुड घागरी." पण घागर तरीही बुडाली नाही, कारण माकड आणि उंदराने खीर खाल्लीच नव्हती.
88	gemini	आता मांजरीची पाळी आली. मांजर खरं तर खूप घाबरलं होतं.
89	gemini	ते कसं बसं घागरीवर उभं राहिलं आणि म्हणालं, "म्याव म्याव करी, वरचे डोंगरी, मी खीर खाल्ली तर बुड घागरी." आणि काय आश्चर्य!
90	gemini	घागर लगेच पाण्यात बुडाली. म्हणजेच चोरून खीर खाल्ल्याची शिक्षा मांजराला मिळाली. मांजरानेच खीर खाल्ली होती. म्हणून ती घागरीवर उभी राहिली, तेव्हा घागर पाण्यात बुडाली.
91	gemini	मुलांनो, या गोष्टीतून तुम्हाला काय शिकायला मिळालं? या गोष्टीचं तात्पर्य असं की, नेहमी खरं बोलावं. खोटं कधीही बोलू नये.
92	gemini	चिऊताई, माकड मामा आणि उंदीर दादा यांची खीर आज मी तुम्हाला चिऊताई, माकड मामा आणि उंदीर दादा यांची एक मजेदार गोष्ट सांगणार आहे.
93	gemini	एका हिरव्यागार जंगलात चिऊताई, माकड मामा आणि उंदीर दादा राहत होते. तिघेही खूप चांगले मित्र होते.
94	gemini	एके दिवशी माकड मामा म्हणाला, "चला मित्रांनो, आज आपण सगळे मिळून खीर बनवूया." चिऊताई आनंदाने म्हणाली, "वा!
95	gemini	मला खीर खूप आवडते." उंदीर दादा म्हणाला, "मग प्रत्येकाने काहीतरी आणायचं." माकड मामा गोड साखर घेऊन आला. चिऊताई ताजं दूध घेऊन आली.
96	gemini	उंदीर दादा बारीक शेवया घेऊन आला. तिघांनी मिळून मोठ्या पातेल्यात खीर बनवायला सुरुवात केली. खीर शिजताना तिचा गोड सुगंध सगळीकडे दरवळू लागला.
97	gemini	माकड मामा म्हणाला, "तोपर्यंत आपण नदीवर जाऊन हात-पाय धुऊन येऊया." चिऊताई आणि उंदीर दादा नदीकडे गेले. माकड मामा एकटाच खिरीजवळ थांबला.
98	gemini	गरमागरम खीर पाहून त्याच्या तोंडाला पाणी सुटलं. तो म्हणाला, "फक्त एक चमचा खातो." एक चमचा दोन झाले. दोन चमचे चार झाले.
99	gemini	थोड्याच वेळात अर्धी खीर संपली. इतक्यात चिऊताई आणि उंदीर दादा परत आले. त्यांनी पातेल्याकडे पाहिलं आणि आश्चर्यचकित झाले. चिऊताई म्हणाली, "अरे!
100	gemini	एवढी खीर कुठे गेली?" माकड मामा लाजत खाली पाहू लागला.
101	gemini	उंदीर दादा हसून म्हणाला, "सांग बरं, खीर कोणी खाल्ली?" माकड मामा म्हणाला, "माझ्याकडून चूक झाली.
102	gemini	मला मोह आवरला नाही." चिऊताई म्हणाली, "चूक मान्य केलीस, हीच मोठी गोष्ट आहे." मग तिघांनी पुन्हा थोडी खीर बनवली.
103	gemini	यावेळी सगळ्यांनी मिळून आनंदाने खीर खाल्ली. तात्पर्य: चूक झाली तर ती प्रामाणिकपणे कबूल करावी आणि मित्रांसोबत वाटून खाण्याचा आनंद घ्यावा.
104	gemini	हुशार ससा आणि सिंह आज मी तुम्हाला हुशार ससा आणि बलवान सिंहाची एक छान गोष्ट सांगणार आहे.
105	gemini	एका मोठ्या जंगलात एक बलवान सिंह राहत होता. तो रोज अनेक प्राण्यांची शिकार करायचा. सगळे प्राणी त्याला खूप घाबरायचे.
106	gemini	एके दिवशी सर्व प्राणी एकत्र जमले.
107	gemini	ते सिंहाला म्हणाले, "महाराज, रोज शिकार करू नका." "आम्ही रोज एक प्राणी स्वतःहून तुमच्याकडे पाठवू." सिंह म्हणाला, "ठीक आहे, पण उशीर झाला तर मी सगळं जंगल रिकामं करीन." रोज एक प्राणी सिंहाकडे जाऊ लागला.
108	gemini	एके दिवशी सशाची पाळी आली. ससा खूप हुशार होता. तो मुद्दाम हळूहळू चालत सिंहाकडे गेला.
109	gemini	सिंह रागाने गर्जला, "एवढा उशीर का झाला?" ससा घाबरल्यासारखा म्हणाला, "महाराज, मला दुसरा एक सिंह भेटला." "तो म्हणाला, हे जंगल माझं आहे." हे ऐकताच सिंह खूप संतापला.
110	gemini	तो मोठ्याने गर्जला, "मला लगेच त्या सिंहाकडे घेऊन चल." ससा सिंहाला एका जुन्या विहिरीजवळ घेऊन गेला.
111	gemini	तो म्हणाला, "महाराज, तो सिंह या विहिरीत राहतो." सिंहाने विहिरीत डोकावून पाहिलं. त्याला पाण्यात स्वतःचं प्रतिबिंब दिसलं. सिंहाला वाटलं, तोच दुसरा सिंह आहे.
112	gemini	तो जोरात गर्जला. विहिरीतूनही गर्जनेचा आवाज परत आला. सिंहाला खूप राग आला. तो थेट विहिरीत उडी मारून खाली पडला. सिंह पाण्यात बुडाला.
113	gemini	हुशार ससा आनंदाने जंगलात परत आला. सगळ्या प्राण्यांनी त्याचं टाळ्या वाजवून स्वागत केलं.
114	gemini	ससा हसून म्हणाला, "फक्त ताकद असून उपयोग नाही." "योग्य वेळी युक्ती वापरली, तर मोठं संकटही दूर होतं." मुलांनो, या गोष्टीतून आपण काय शिकलो?
115	gemini	शक्तीपेक्षा युक्ती नेहमीच श्रेष्ठ असते.
116	gemini	मुलांनो, आज मी तुम्हाला एका हुशार कोल्ह्याची आणि एका कावळ्याची मजेशीर गोष्ट सांगणार आहे. एका घनदाट जंगलात एक कावळा राहत होता.
117	gemini	तो दिवसभर अन्नाच्या शोधात इकडेतिकडे फिरत असे. एके दिवशी, त्याला एका घराच्या खिडकीजवळ एक छान, मऊ भाकरीचा तुकडा सापडला. कावळ्याला खूप आनंद झाला.
118	gemini	त्याने तो तुकडा आपल्या चोचीत पकडला आणि तो जंगलातील एका उंच झाडाच्या फांदीवर जाऊन बसला. त्याच वेळी, तिथून एक भुकेलेला कोल्हा चालला होता.
119	gemini	त्याचे लक्ष झाडावर बसलेल्या कावळ्याकडे आणि त्याच्या चोचीतील भाकरीच्या तुकड्याकडे गेले. भाकरी पाहून कोल्ह्याच्या तोंडाला पाणी सुटले.
120	gemini	त्याने विचार केला, "हा भाकरीचा तुकडा मला मिळालाच पाहिजे! पण कावळा तर उंचावर बसला आहे. मी ती भाकरी कशी मिळवू?"कोल्हा खूप लबाड होता.
121	gemini	त्याने एक युक्ती आखली. तो झाडाखाली गेला आणि वर पाहून अत्यंत गोड आवाजात म्हणाला, "वाह! कावळा दादा, नमस्कार! आज तुम्ही किती सुंदर दिसत आहात!
122	gemini	तुमचे काळेभोर पंख तर सूर्याच्या प्रकाशात अगदी चमकत आहेत!"कावळ्याने खाली पाहिले, पण तो काहीच बोलला नाही.
123	gemini	कोल्हा पुढे म्हणाला, "कावळा दादा, मी असे ऐकले आहे की जंगलातील सर्व पक्ष्यांमध्ये तुमचा आवाज सर्वात मधुर आहे.
124	gemini	तुमचे गाणे ऐकण्यासाठी सर्व प्राणी उत्सुक असतात. कृपया आज मला तुमचे एक गोड गाणे ऐकवा ना!" स्वतःची खोटी स्तुती ऐकून कावळा गर्वाने फुगला.
125	gemini	आपण किती थोर गायक आहोत, हे दाखवण्यासाठी त्याने विचार न करता गाण्यासाठी आपले तोंड उघडले आणि ओरडला, "काव...
126	gemini	काव...!"कावळ्याने तोंड उघडताच, त्याच्या चोचीतील भाकरीचा तुकडा थेट खाली जमिनीवर पडला.
127	gemini	झाडाखाली दबा धरून बसलेल्या कोल्ह्याने तो तुकडा पटकन तोंडात पकडला आणि तो तिथून पळून गेला.
128	gemini	बिचारा कावळा आपल्या मूर्खपणामुळे हातची भाकरी गमावून बसला आणि फक्त पाहतच राहिला.
129	gemini	कोंबडीताई आणि लबाड मांजरीताई आज मी तुम्हाला कोंबडीताई आणि लबाड मांजरीताईची एक गंमतीशीर गोष्ट सांगणार आहे. एका छोट्या गावात कोंबडीताई राहत होती.
130	gemini	ती रोज सकाळी अंडी घालायची आणि त्यांची खूप काळजी घ्यायची. शेजारीच मांजरीताई राहत होती. तिला कोंबडीताईची ताजी अंडी खूप आवडायची.
131	gemini	एके दिवशी मांजरीताई हसत हसत म्हणाली, "कोंबडीताई, तू खूप काम करतेस." "आज जत्रेत जाऊन मजा करून ये." "अंड्यांची काळजी मी घेते." कोंबडीताई मनातच हसली.
132	gemini	तिला मांजरीताईचा डाव समजला होता. तिने खरी अंडी सुरक्षित ठिकाणी लपवून ठेवली. त्यांच्या जागी तिने दगडासारखी कडक बनावट अंडी ठेवली.
133	gemini	मग कोंबडीताई घराबाहेर गेल्याचं नाटक करून झाडामागे लपली. थोड्याच वेळात मांजरीताई अलगद घरात शिरली.
134	gemini	ती म्हणाली, "आता सगळी अंडी माझी." तिने एक अंडं तोंडात घेतलं. टक्! तिचे दात जोरात आपटले. ती पुन्हा दुसरं अंडं चावू लागली. धडाक्!
135	gemini	यावेळी तिचा एक दात हलला. मांजरीताई मोठ्याने ओरडली, "अय्यो! माझे दात!" तेवढ्यात कोंबडीताई बाहेर आली.
136	gemini	ती हसून म्हणाली, "लबाडी करणाऱ्याला शेवटी स्वतःचाच तोटा होतो." मांजरीताईने आपली चूक मान्य केली. तिने पुन्हा कधीही दुसऱ्याच्या वस्तू चोरून न खाण्याचं वचन दिलं.
137	gemini	कोंबडीताईनेही तिला माफ केलं. दोघी पुन्हा चांगल्या मैत्रिणी बनल्या. तात्पर्य: दुसऱ्याच्या वस्तूवर डोळा ठेवू नये. प्रामाणिकपणा नेहमीच सर्वोत्तम असतो.
138	gemini	लबाड कोल्हा आणि शहाणा बगळा आज मी तुम्हाला लबाड कोल्हा आणि शहाणा बगळ्याची गोष्ट सांगणार आहे.
139	gemini	एका जंगलात एक कोल्हा आणि एक बगळा राहत होते. कोल्हा खूप लबाड होता. एके दिवशी त्याने बगळ्याला जेवायला बोलावले.
140	gemini	त्याने मोठ्या ताटात पातळ सूप वाढले. बगळ्याची लांब चोच ताटातून सूप पिऊ शकत नव्हती. कोल्हा मात्र पटकन सगळे सूप संपवून हसू लागला.
141	gemini	बगळ्याला वाईट वाटले, पण तो काही बोलला नाही. दुसऱ्या दिवशी बगळ्याने कोल्ह्याला जेवायला बोलावले. त्याने उंच माठात स्वादिष्ट खीर वाढली.
142	gemini	बगळ्याने सहज चोच घालून खीर खाल्ली. पण कोल्ह्याला माठात तोंड घालता आले नाही. कोल्हा उपाशीच घरी परतला.
143	gemini	बगळा हसून म्हणाला, "जशी करणी तशी भरणी." तात्पर्य: दुसऱ्याची फसवणूक करू नये.
144	gemini	मुंगी आणि टोळ आज मी तुम्हाला मुंगी आणि टोळाची गोष्ट सांगणार आहे. उन्हाळ्याचे दिवस होते. मुंगी रोज धान्य गोळा करत होती.
